1948-01-01,56.46666666666667
1948-04-01,56.63333333333333
1948-07-01,56.76666666666667
1948-10-01,56.6
1949-01-01,56.13333333333333
1949-04-01,55.36666666666667
1949-07-01,55.133333333333326
1949-10-01,55.26666666666667
1950-01-01,55.1
1950-04-01,55.93333333333334
1950-07-01,56.5
1950-10-01,56.833333333333336
1951-01-01,57.20000000000001
1951-04-01,57.333333333333336
1951-07-01,57.36666666666667
1951-10-01,57.366666666666674
1952-01-01,57.5
1952-04-01,57.23333333333333
1952-07-01,57.06666666666666
1952-10-01,57.333333333333336
1953-01-01,57.96666666666667
1953-04-01,57.333333333333336
1953-07-01,57.1
1953-10-01,56.300000000000004
1954-01-01,55.866666666666674
1954-04-01,55.43333333333334
1954-07-01,55.23333333333333
1954-10-01,55.4
1955-01-01,55.73333333333333
1955-04-01,56.26666666666667
1955-07-01,57.06666666666666
1955-10-01,57.43333333333334
1956-01-01,57.53333333333333
1956-04-01,57.53333333333333
1956-07-01,57.56666666666666
1956-10-01,57.36666666666667
1957-01-01,57.36666666666667
1957-04-01,57.166666666666664
1957-07-01,57.13333333333333
1957-10-01,56.599999999999994
1958-01-01,55.56666666666666
1958-04-01,55.26666666666667
1958-07-01,55.333333333333336
1958-10-01,55.53333333333333
1959-01-01,55.73333333333333
1959-04-01,56.26666666666667
1959-07-01,56.13333333333333
1959-10-01,56.03333333333334
1960-01-01,55.86666666666667
1960-04-01,56.43333333333334
1960-07-01,56.23333333333334
1960-10-01,55.866666666666674
1961-01-01,55.6
1961-04-01,55.333333333333336
1961-07-01,55.166666666666664
1961-10-01,55.36666666666667
1962-01-01,55.6
1962-04-01,55.56666666666666
1962-07-01,55.56666666666666
1962-10-01,55.300000000000004
1963-01-01,55.20000000000001
1963-04-01,55.36666666666667
1963-07-01,55.43333333333334
1963-10-01,55.4
1964-01-01,55.46666666666667
1964-04-01,55.86666666666667
1964-07-01,55.70000000000001
1964-10-01,55.63333333333333
1965-01-01,55.76666666666667
1965-04-01,56.1
1965-07-01,56.333333333333336
1965-10-01,56.46666666666667
1966-01-01,56.63333333333333
1966-04-01,56.800000000000004
1966-07-01,57.0
1966-10-01,57.26666666666667
1967-01-01,56.96666666666666
1967-04-01,57.133333333333326
1967-07-01,57.4
1967-10-01,57.53333333333333
1968-01-01,57.23333333333333
1968-04-01,57.666666666666664
1968-07-01,57.53333333333333
1968-10-01,57.6
1969-01-01,57.800000000000004
1969-04-01,57.9
1969-07-01,58.06666666666666
1969-10-01,58.1
1970-01-01,57.93333333333334
1970-04-01,57.56666666666666
1970-07-01,57.199999999999996
1970-10-01,56.866666666666674
1971-01-01,56.6
1971-04-01,56.46666666666667
1971-07-01,56.56666666666666
1971-10-01,56.73333333333333
1972-01-01,56.76666666666667
1972-04-01,56.96666666666667
1972-07-01,57.03333333333333
1972-10-01,57.166666666666664
1973-01-01,57.46666666666666
1973-04-01,57.800000000000004
1973-07-01,57.86666666666667
1973-10-01,58.166666666666664
1974-01-01,58.20000000000001
1974-04-01,58.0
1974-07-01,57.833333333333336
1974-10-01,57.26666666666667
1975-01-01,56.166666666666664
1975-04-01,55.9
1975-07-01,56.06666666666666
1975-10-01,56.06666666666666
1976-01-01,56.53333333333334
1976-04-01,56.86666666666667
1976-07-01,56.96666666666667
1976-10-01,56.96666666666667
1977-01-01,57.199999999999996
1977-04-01,57.76666666666667
1977-07-01,57.96666666666667
1977-10-01,58.5
1978-01-01,58.79999999999999
1978-04-01,59.333333333333336
1978-07-01,59.4
1978-10-01,59.76666666666667
1979-01-01,60.0
1979-04-01,59.833333333333336
1979-07-01,59.93333333333334
1979-10-01,60.0
1980-01-01,59.9
1980-04-01,59.13333333333333
1980-07-01,58.833333333333336
1980-10-01,58.96666666666667
1981-01-01,59.23333333333334
1981-04-01,59.36666666666667
1981-07-01,58.96666666666667
1981-10-01,58.53333333333334
1982-01-01,58.166666666666664
1982-04-01,57.96666666666666
1982-07-01,57.699999999999996
1982-10-01,57.29999999999999
1983-01-01,57.13333333333333
1983-04-01,57.46666666666666
1983-07-01,58.23333333333334
1983-10-01,58.633333333333326
1984-01-01,59.0
1984-04-01,59.63333333333333
1984-07-01,59.70000000000001
1984-10-01,59.800000000000004
1985-01-01,60.03333333333334
1985-04-01,60.0
1985-07-01,60.06666666666666
1985-10-01,60.36666666666667
1986-01-01,60.46666666666667
1986-04-01,60.56666666666666
1986-07-01,60.79999999999999
1986-10-01,60.93333333333334
1987-01-01,61.1
1987-04-01,61.43333333333334
1987-07-01,61.666666666666664
1987-10-01,61.9
1988-01-01,62.0
1988-04-01,62.166666666666664
1988-07-01,62.36666666666667
1988-10-01,62.6
1989-01-01,62.9
1989-04-01,62.93333333333334
1989-07-01,62.96666666666666
1989-10-01,62.96666666666667
1990-01-01,63.20000000000001
1990-04-01,63.0
1990-07-01,62.666666666666664
1990-10-01,62.333333333333336
1991-01-01,61.9
1991-04-01,61.76666666666667
1991-07-01,61.56666666666666
1991-10-01,61.366666666666674
1992-01-01,61.43333333333334
1992-04-01,61.53333333333333
1992-07-01,61.53333333333333
1992-10-01,61.36666666666667
1993-01-01,61.43333333333334
1993-04-01,61.666666666666664
1993-07-01,61.833333333333336
1993-10-01,61.9
1994-01-01,62.199999999999996
1994-04-01,62.36666666666667
1994-07-01,62.53333333333334
1994-10-01,63.0
1995-01-01,63.06666666666666
1995-04-01,62.833333333333336
1995-07-01,62.833333333333336
1995-10-01,62.79999999999999
1996-01-01,62.86666666666667
1996-04-01,63.06666666666666
1996-07-01,63.333333333333336
